city,year,date,time,wind_factor,no2,pm10,pm25
Leeds,2017,06-11-2017,00:00,0.531392144,NA,6.60634228,NA
Leeds,2017,06-11-2017,00:00,0.308099117,NA,NA,17.06456567
Leeds,2017,06-11-2017,01:00,0.337885103,10.08968794,NA,NA
Leeds,2017,06-11-2017,01:00,0.342043716,NA,17.57936676,NA
Leeds,2017,06-11-2017,01:00,0.362881733,NA,NA,10.47350656
Leeds,2017,06-11-2017,02:00,0.401250942,0,NA,NA
Leeds,2017,06-11-2017,02:00,0.338564531,NA,0,NA
Leeds,2017,06-11-2017,02:00,0.371069832,NA,NA,7.117781271
Leeds,2017,06-11-2017,03:00,0.421519234,6.487287162,NA,NA
Leeds,2017,06-11-2017,03:00,0.326916042,NA,0,NA
Leeds,2017,06-11-2017,03:00,0.354649366,NA,NA,0
Leeds,2017,06-11-2017,04:00,0.307135677,12.0578438,NA,NA
Leeds,2017,06-11-2017,04:00,0.382502676,NA,48.7883371,NA
Leeds,2017,06-11-2017,04:00,0.474911408,NA,NA,25.30049433
Leeds,2017,06-11-2017,05:00,0.417593926,6.164915467,NA,NA
Leeds,2017,06-11-2017,05:00,0.232559412,NA,22.13298786,NA
Leeds,2017,06-11-2017,05:00,0.323662665,NA,NA,10.57526117
Leeds,2017,06-11-2017,06:00,0.386618603,16.29995839,NA,NA
Leeds,2017,06-11-2017,06:00,0.303480314,NA,21.15617656,NA
